type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
ensemble-centralities:df_node_similarity,1,5,0.30000000000000004,5.0,10.0,1.2211754322052002,4.0,42.0,0.0,2,214,40,3,222,0.4,0.9861751152073732,0.047619047619047616,0.972972972972973,0.0851063829787234
centrality-cm:betweenness:leiden,3,50,0.30000000000000004,102.0,16.0,0.2196065584818522,17.0,49.333333333333336,0.0,23,1068,125,127,1345,0.15333333333333332,0.8937238493723849,0.1554054054054054,0.8111524163568773,0.15436241610738255
centrality-cm:betweenness:df_node_similarity,3,50,0.30000000000000004,114.0,12.0,3.3197930653889975,0.0,37.666666666666664,0.0,14,1059,99,136,1345,0.09333333333333334,0.8861924686192468,0.12389380530973451,0.7977695167286245,0.10646387832699619
rumor:leiden,3,50,0.30000000000000004,100.0,16.666666666666668,0.3623826503753662,0.0,27.333333333333332,2.0,11,1056,71,139,1345,0.07333333333333333,0.8836820083682009,0.13414634146341464,0.7933085501858737,0.09482758620689656
rumor:df_node_similarity,3,50,0.30000000000000004,114.0,12.0,3.627741813659668,0.0,19.333333333333332,0.0,8,1053,50,142,1345,0.05333333333333334,0.8811715481171548,0.13793103448275862,0.7888475836431227,0.07692307692307693
jordan:leiden,3,50,0.30000000000000004,102.0,16.0,0.2963395118713379,25.0,186.33333333333334,1.0,76,1121,483,74,1345,0.5066666666666667,0.9380753138075314,0.13595706618962433,0.8899628252788104,0.2143864598025388
jordan:df_node_similarity,3,50,0.30000000000000004,114.0,12.0,3.4025601545969644,43.333333333333336,119.33333333333333,0.0,38,1083,320,112,1345,0.25333333333333335,0.906276150627615,0.10614525139664804,0.833457249070632,0.14960629921259844
netsleuth-cm:leiden,3,50,0.30000000000000004,101.0,16.333333333333332,0.10149868329366048,0.0,32.333333333333336,0.0,8,1053,89,142,1345,0.05333333333333334,0.8811715481171548,0.08247422680412371,0.7888475836431227,0.06477732793522269
netsleuth-cm:df_node_similarity,3,50,0.30000000000000004,114.0,12.0,3.1707624594370523,0.0,22.333333333333332,0.0,5,1050,62,145,1345,0.03333333333333333,0.8786610878661087,0.07462686567164178,0.7843866171003717,0.04608294930875576
ensemble:leiden,3,50,0.30000000000000004,101.0,16.333333333333332,0.6555945078531901,53.333333333333336,66.66666666666667,3.0,26,1071,174,124,1345,0.17333333333333334,0.896234309623431,0.13,0.8156133828996283,0.14857142857142858
ensemble:df_node_similarity,3,50,0.30000000000000004,114.0,12.0,13.137884616851807,0.0,36.333333333333336,0.0,17,1062,92,133,1345,0.11333333333333333,0.8887029288702929,0.1559633027522936,0.8022304832713755,0.13127413127413126
ensemble-centralities:leiden,3,50,0.30000000000000004,102.0,16.0,0.3732353051503499,48.0,87.66666666666667,4.0,29,1074,234,121,1345,0.19333333333333333,0.8987447698744769,0.11026615969581749,0.8200743494423792,0.1404358353510896
