type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
ensemble-centralities:df_node_similarity,3,2,0.8,6.0,4.0,6.999844392140706,0.0,54.0,9.0,6,1187,156,0,1193,1.0,1.0,0.037037037037037035,1.0,0.07142857142857142
centrality-cm:betweenness:leiden,3,5,0.8,14.0,9.666666666666666,0.15973210334777832,1.0,76.0,0.0,12,1161,216,3,1179,0.8,0.9974226804123711,0.05263157894736842,0.9949109414758269,0.09876543209876543
centrality-cm:betweenness:df_node_similarity,3,5,0.8,5.0,6.0,3.1420881748199463,1.0,35.0,15.0,12,1161,93,3,1179,0.8,0.9974226804123711,0.11428571428571428,0.9949109414758269,0.19999999999999998
rumor:leiden,3,5,0.8,18.0,11.0,0.3841583728790283,2.0,38.0,1.0,9,1158,105,6,1179,0.6,0.9948453608247423,0.07894736842105263,0.989821882951654,0.1395348837209302
rumor:df_node_similarity,3,5,0.8,5.0,6.0,6.06369145711263,5.0,22.333333333333332,15.0,6,1155,61,9,1179,0.4,0.9922680412371134,0.08955223880597014,0.9847328244274809,0.14634146341463417
jordan:leiden,3,5,0.8,15.0,10.0,0.09537792205810547,0.0,265.6666666666667,2.0,15,1164,782,0,1179,1.0,1.0,0.018820577164366373,1.0,0.03694581280788177
jordan:df_node_similarity,3,5,0.8,5.0,6.0,2.117933670679728,2.3333333333333335,36.666666666666664,15.0,8,1157,102,7,1179,0.5333333333333333,0.9939862542955327,0.07272727272727272,0.9881255301102629,0.128
netsleuth-cm:leiden,3,5,0.8,16.0,10.333333333333334,0.05606516202290853,4.666666666666667,85.66666666666667,0.0,1,1150,256,14,1179,0.06666666666666667,0.9879725085910653,0.0038910505836575876,0.9762510602205259,0.007352941176470588
netsleuth-cm:df_node_similarity,3,5,0.8,5.0,6.0,2.1725943883260093,5.0,29.666666666666668,15.0,2,1151,87,13,1179,0.13333333333333333,0.988831615120275,0.02247191011235955,0.9779474130619169,0.03846153846153846
ensemble:leiden,3,5,0.8,17.0,10.666666666666666,0.6177424589792887,0.3333333333333333,209.33333333333334,2.0,14,1163,614,1,1179,0.9333333333333333,0.9991408934707904,0.022292993630573247,0.998303647158609,0.043545878693623634
ensemble:df_node_similarity,3,5,0.8,5.0,6.0,12.421579678853353,2.0,36.333333333333336,15.0,9,1158,100,6,1179,0.6,0.9948453608247423,0.08256880733944955,0.989821882951654,0.14516129032258066
ensemble-centralities:leiden,3,5,0.8,14.0,9.666666666666666,0.2162790298461914,0.6666666666666666,129.0,1.0,13,1162,374,2,1179,0.8666666666666667,0.9982817869415808,0.03359173126614987,0.996607294317218,0.06467661691542288
ensemble-centralities:df_node_similarity,3,5,0.8,5.0,6.0,7.216519832611084,1.0,53.333333333333336,15.0,12,1161,148,3,1179,0.8,0.9974226804123711,0.075,0.9949109414758269,0.13714285714285715
centrality-cm:betweenness:leiden,3,50,0.8,121.0,9.666666666666666,0.2312472661336263,20.666666666666668,80.33333333333333,1.0,92,1170,149,58,1378,0.6133333333333333,0.9527687296416938,0.3817427385892116,0.9158200290275762,0.4705882352941176
centrality-cm:betweenness:df_node_similarity,3,50,0.8,139.0,3.6666666666666665,3.939176082611084,0.0,45.0,8.0,53,1131,82,97,1378,0.35333333333333333,0.9210097719869706,0.3925925925925926,0.8592162554426706,0.37192982456140355
rumor:leiden,3,50,0.8,121.0,9.666666666666666,0.5628506342569987,0.0,34.0,0.0,48,1126,54,102,1378,0.32,0.9169381107491856,0.47058823529411764,0.8519593613933236,0.38095238095238104
rumor:df_node_similarity,3,50,0.8,139.0,3.6666666666666665,7.753878672917684,0.0,15.0,8.0,5,1083,40,145,1378,0.03333333333333333,0.8819218241042345,0.1111111111111111,0.7895500725689405,0.05128205128205128
jordan:leiden,3,50,0.8,118.0,10.666666666666666,0.11404132843017578,2.0,276.0,0.0,144,1222,684,6,1378,0.96,0.995114006514658,0.17391304347826086,0.9912917271407837,0.294478527607362
jordan:df_node_similarity,3,50,0.8,139.0,3.6666666666666665,2.670017639795939,0.0,19.333333333333332,8.0,12,1090,46,138,1378,0.08,0.8876221498371335,0.20689655172413793,0.7997097242380261,0.11538461538461539
netsleuth-cm:leiden,3,50,0.8,121.0,9.666666666666666,0.1719046433766683,47.333333333333336,84.0,0.0,29,1107,223,121,1378,0.19333333333333333,0.9014657980456026,0.11507936507936507,0.8243831640058055,0.1442786069651741
netsleuth-cm:df_node_similarity,3,50,0.8,139.0,3.6666666666666665,2.7670512199401855,0.0,34.666666666666664,8.0,7,1085,97,143,1378,0.04666666666666667,0.8835504885993485,0.0673076923076923,0.7924528301886793,0.05511811023622047
ensemble:leiden,3,50,0.8,123.0,9.0,0.9128012657165527,14.666666666666666,192.0,1.0,107,1185,469,43,1378,0.7133333333333334,0.9649837133550488,0.1857638888888889,0.9375907111756169,0.29476584022038566
ensemble:df_node_similarity,3,50,0.8,139.0,3.6666666666666665,15.735899051030477,0.0,31.333333333333332,8.0,13,1091,81,137,1378,0.08666666666666667,0.8884364820846905,0.13829787234042554,0.8011611030478955,0.10655737704918032
ensemble-centralities:leiden,3,50,0.8,117.0,11.0,0.2847336133321126,10.0,143.33333333333334,1.0,120,1198,310,30,1378,0.8,0.9755700325732899,0.27906976744186046,0.9564586357039188,0.4137931034482758
ensemble-centralities:df_node_similarity,3,50,0.8,139.0,3.6666666666666665,9.178116003672281,32.333333333333336,65.66666666666667,8.0,72,1150,125,78,1378,0.48,0.9364820846905537,0.36548223350253806,0.8867924528301887,0.414985590778098
centrality-cm:betweenness:leiden,3,2,0.9,25.0,10.333333333333334,0.14644869168599448,0.0,151.66666666666666,0.0,6,1187,449,0,1193,1.0,1.0,0.013186813186813187,1.0,0.026030368763557486
centrality-cm:betweenness:df_node_similarity,3,2,0.9,6.0,4.0,3.0633676052093506,0.0,54.666666666666664,9.0,6,1187,158,0,1193,1.0,1.0,0.036585365853658534,1.0,0.07058823529411765
rumor:leiden,3,2,0.9,24.0,10.0,0.3997097810109456,0.3333333333333333,58.0,1.0,5,1186,169,1,1193,0.8333333333333334,0.9991575400168492,0.028735632183908046,0.9983235540653814,0.05555555555555555
rumor:df_node_similarity,3,2,0.9,6.0,4.0,6.1619962851206465,1.3333333333333333,19.333333333333332,9.0,3,1184,55,3,1193,0.5,0.9974726200505476,0.05172413793103448,0.9949706621961442,0.09375
jordan:leiden,3,2,0.9,22.0,9.333333333333334,0.09430829683939616,0.0,252.0,1.0,6,1187,750,0,1193,1.0,1.0,0.007936507936507936,1.0,0.015748031496062992
jordan:df_node_similarity,3,2,0.9,6.0,4.0,2.0276029904683432,0.6666666666666666,32.0,9.0,4,1185,92,2,1193,0.6666666666666666,0.9983150800336984,0.041666666666666664,0.9966471081307627,0.0784313725490196
netsleuth-cm:leiden,3,2,0.9,24.0,10.0,0.06465784708658855,2.0,129.66666666666666,0.0,0,1181,389,6,1193,0.0,0.9949452401010952,0.0,0.9899413243922883,0
netsleuth-cm:df_node_similarity,3,2,0.9,6.0,4.0,2.11431614557902,1.3333333333333333,47.0,9.0,2,1183,139,4,1193,0.3333333333333333,0.9966301600673968,0.014184397163120567,0.9932942162615256,0.027210884353741496
ensemble:leiden,3,2,0.9,23.0,9.666666666666666,0.6405790646870931,0.0,253.33333333333334,1.0,6,1187,754,0,1193,1.0,1.0,0.007894736842105263,1.0,0.01566579634464752
ensemble:df_node_similarity,3,2,0.9,6.0,4.0,12.21927777926127,0.3333333333333333,44.333333333333336,9.0,5,1186,128,1,1193,0.8333333333333334,0.9991575400168492,0.03759398496240601,0.9983235540653814,0.07194244604316546
