type,experiment,sources,detected,normalized,per_community,infection_probability,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
netsleuth-cm:label_propagation,0-5,"0,33","4,33","OrderedDict([(33, 1.0), (4, 1.0), (29, 0.8236798580578156), (14, 0.7801233461550479), (26, 0.7702140095379447), (19, 0.6890838145280315), (27, 0.6832028730756475), (2, 0.6664175280228091), (8, 0.6101561563090366), (31, 0.47816940868423974), (15, 0.45127829803494485), (10, 0.43913112339571714), (30, 0.36047746016666593), (21, 0.34957607430936305), (0, 0.2909944487358056), (3, 0.1111499888795388), (32, 0.0), (7, 0.0)])","{0: {32: -0.708522427559103, 33: 0.22182874330925365, 2: -0.08852010007588669, 8: -0.14086293312445475, 14: 0.01726624095798605, 15: -0.28867513459481287, 19: -0.06743249388651537, 26: 0.008047078033735496, 27: -0.07290383465254913, 29: 0.0577890928056676, 30: -0.37315180042139395, 31: -0.2636569583162908}, 1: {0: -0.18257418583505536, 3: -0.408248290463863, 4: 0.7071067811865475, 7: -0.547722557505166, 10: 0.0033120596644309074, 21: -0.10906424335710269}}",{},0.0014646053314208984,0,1,1,15,1,1,18,0.5,0.9375,0.5,0.8888888888888888,0.5
netsleuth-cm:infomap,0-5,"0,33","2,19,33","OrderedDict([(33, 1.0), (19, 1.0), (2, 1.0), (15, 0.6285053616861244), (30, 0.5292233029327343), (14, 0.4790910090519015), (8, 0.4504428407823044), (21, 0.40916518118259854), (0, 0.400544501093187), (27, 0.3751555511130406), (31, 0.3562191012348927), (26, 0.3530572143638936), (29, 0.28752571741326494), (4, 0.21530256455946906), (3, 0.18568686013153465), (32, 0.0), (10, 0.0), (7, 0.0)])","{0: {8: 0.11785113019775814, 14: 0.1525196858443778, 15: 0.33333333333333304, 26: -3.994936285610491e-16, 29: -0.0793028834255418, 30: 0.213187237212568, 31: 0.0038263546172991963, 32: -0.42725187758705196, 33: 0.7828972433049689}, 1: {0: -0.22360679774997896, 4: -0.4472135954999579, 10: -0.7071067811865475, 19: 0.49999999999999994, 21: -0.21320071635561047}, 2: {2: 0.40824829046386285, 3: -0.4999999999999999, 7: -0.7071067811865475, 27: -0.28867513459481287}}",{},0.0019528865814208984,1,1,1,15,2,1,18,0.5,0.9375,0.3333333333333333,0.8888888888888888,0.4
netsleuth-cm:surprise_communities,0-5,"0,33","3,4,15,19,21,27,29,31","OrderedDict([(15, 1.0), (30, 1.0), (3, 1.0), (4, 1.0), (29, 1.0), (14, 0.9999999999999997), (32, 0.7959351789320778), (33, 0.5436971882757942), (0, 0.15733449985383413), (7, 0.13035151449014004), (8, 0.0), (2, 0.0), (10, 0.0), (26, 0.0), (19, 0.0), (31, 0.0), (21, 0.0), (27, 0.0)])","{0: {8: -0.8946872120319359, 14: -3.7392097814316465e-16, 15: -1.1720936332625248e-17, 30: -1.6271990137476404e-17, 32: -0.1825741858350553, 33: -0.4082482904638631}, 1: {0: -0.28867513459481287, 2: -0.5, 3: 0.8431565588063061, 7: -0.32491750836223315}, 2: {4: 0.7071067811865475, 10: -0.7071067811865475}, 3: {26: -0.7071067811865475, 29: 0.7071067811865475}, 4: {19: 1.0}, 5: {31: 1.0}, 6: {21: 1.0}, 7: {27: 1.0}}",{},0.004233360290527344,6,2,0,14,8,2,18,0.0,0.875,0.0,0.7777777777777778,0
netsleuth-cm:walktrap,0-5,"0,33","2,4,7,19","OrderedDict([(19, 1.0), (7, 1.0), (2, 1.0), (4, 1.0), (27, 0.8836634939894801), (26, 0.83968846697227), (21, 0.7524175198246205), (14, 0.6727336328661238), (31, 0.5814230020804847), (33, 0.5814230020804846), (32, 0.5814230020804845), (15, 0.5454848698005674), (29, 0.4778864787453822), (0, 0.17506725063499481), (30, 0.0), (3, 0.0), (8, 0.0), (10, 0.0)])","{0: {14: 0.11785113019775817, 15: -0.04638396942331645, 19: 0.5402412824789949, 26: 0.3333333333333337, 29: -0.13363062095621303, 30: -0.7504203763417169, 31: -3.799288466875275e-16, 32: -6.662582147613298e-16, 33: -4.3414543276538336e-16}, 1: {0: -0.28867513459481287, 3: -0.5, 7: 0.7071067811865475, 21: 0.40824829046386296}, 2: {2: 0.7071067811865476, 8: -0.4082482904638632, 27: 0.5773502691896256}, 3: {4: 0.7071067811865475, 10: -0.7071067811865475}}",{},0.0024917125701904297,2,2,0,14,4,2,18,0.0,0.875,0.0,0.7777777777777778,0
netsleuth-cm:df_node_similarity,0-5,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (4, 0.9937060628224954), (21, 0.8493277041428343), (19, 0.849327704142834), (27, 0.8493277041428334), (15, 0.6285053616861244), (30, 0.5292233029327343), (14, 0.4790910090519015), (2, 0.46534621043024416), (8, 0.4504428407823044), (3, 0.44895078477683387), (31, 0.3562191012348927), (26, 0.3530572143638936), (29, 0.28752571741326494), (7, 0.24099651740663294), (32, 0.0), (10, 0.0)])","{0: {32: -0.42725187758705196, 33: 0.7828972433049689, 8: 0.11785113019775814, 14: 0.1525196858443778, 15: 0.33333333333333304, 26: -3.994936285610491e-16, 29: -0.0793028834255418, 30: 0.213187237212568, 31: 0.0038263546172991963}, 1: {0: 0.125442042709619, 2: -0.3196833409883097, 3: -0.3333333333333335, 4: 0.1202020327148112, 7: -0.5064654140565832, 10: -0.7071067811865475, 19: 2.726901336727108e-16, 21: 4.950110302726495e-16, 27: -2.5571418485501555e-16}}",{},0.001455545425415039,0,0,2,16,0,0,18,1.0,1.0,1.0,1.0,1.0
ensembleRJN:leiden,0-5,"0,33","2,19,33",{},"{0: {8: 0.4592385226850106, 14: 0.4930303363506338, 15: 0.5428351205620414, 26: 0.4207160411516009, 29: 0.3988722088347247, 30: 0.5158017070381842, 31: 0.4217700034419339, 32: 0.30303030303030304, 33: 0.6666666666666666}, 1: {0: 0.4668481670310623, 4: 0.41649686624916776, 10: 0.34472934472934474, 19: 0.6666666666666666, 21: 0.4697217270608662}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",{},0.005279064178466797,1,1,1,15,2,1,18,0.5,0.9375,0.3333333333333333,0.8888888888888888,0.4
ensembleRJN:eigenvector,0-5,"0,33","3,33",{},"{0: {8: 0.37601428749281146, 14: 0.3869627583400579, 15: 0.3333333333333333, 26: 0.41222616767924786, 27: 0.4002527954247692, 29: 0.424731882172873, 30: 0.5106869169426721, 31: 0.3211388930730154, 32: 0.415517154083006, 33: 0.6666666666666666}, 1: {0: 0.41389239324871835, 2: 0.19578761694606514, 3: 0.6282828282828282, 4: 0.2516835016835017, 7: 0.4348230664747181, 10: 0.4036508410448225, 19: 0.38883776517886887, 21: 0.38297573580948324}}",{},0.004334449768066406,0,1,1,15,1,1,18,0.5,0.9375,0.5,0.8888888888888888,0.5
ensembleRJN:louvain,0-5,"0,33","2,10,26",{},"{0: {8: 0.5473666545655741, 14: 0.4306749121382341, 15: 0.3869208938699526, 26: 0.6410256410256411, 29: 0.3190883190883191, 30: 0.5373217033220689, 32: 0.4427495587542966, 33: 0.512859754001616}, 1: {0: 0.40077795563789204, 4: 0.28750000000000003, 10: 0.6208333333333333, 19: 0.5857000047989089, 21: 0.4038205193869504, 31: 0.4767891224394607}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",{},0.004607677459716797,1,2,0,14,3,2,18,0.0,0.875,0.0,0.7777777777777778,0
ensembleRJN:greedy_modularity,0-5,"0,33","19,27,33",{},"{0: {32: 0.30303030303030304, 33: 0.6666666666666666, 8: 0.4592385226850106, 14: 0.4930303363506338, 15: 0.5428351205620414, 26: 0.4207160411516009, 29: 0.3988722088347247, 30: 0.5158017070381842, 31: 0.4217700034419339}, 1: {0: 0.4668481670310623, 19: 0.6666666666666666, 4: 0.41649686624916776, 21: 0.4697217270608662, 10: 0.34472934472934474}, 2: {27: 0.6666666666666666, 2: 0.5400680342955763, 3: 0.2836429464837554, 7: 0.2833333333333333}}",{},0.004693746566772461,1,1,1,15,2,1,18,0.5,0.9375,0.3333333333333333,0.8888888888888888,0.4
ensembleRJN:label_propagation,0-5,"0,33","4,33",{},"{0: {32: 0.24315068493150685, 33: 0.6666666666666666, 2: 0.3649963188647459, 8: 0.5027983012876175, 14: 0.5372752967287863, 15: 0.427660280688752, 19: 0.5136001969674474, 26: 0.49997022757592285, 27: 0.5804740170526131, 29: 0.5123290329207723, 30: 0.3900547828735592, 31: 0.41281446042899317}, 1: {0: 0.4303314829119352, 3: 0.295978567721751, 4: 0.6636904761904762, 7: 0.306547619047619, 10: 0.4767341839890486, 21: 0.44985869143645435}}",{},0.004549503326416016,0,1,1,15,1,1,18,0.5,0.9375,0.5,0.8888888888888888,0.5
ensembleRJN:infomap,0-5,"0,33","2,19,33",{},"{0: {8: 0.4592385226850106, 14: 0.4930303363506338, 15: 0.5428351205620414, 26: 0.4207160411516009, 29: 0.3988722088347247, 30: 0.5158017070381842, 31: 0.4217700034419339, 32: 0.30303030303030304, 33: 0.6666666666666666}, 1: {0: 0.4668481670310623, 4: 0.41649686624916776, 10: 0.34472934472934474, 19: 0.6666666666666666, 21: 0.4697217270608662}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",{},0.0046880245208740234,1,1,1,15,2,1,18,0.5,0.9375,0.3333333333333333,0.8888888888888888,0.4
ensembleRJN:surprise_communities,0-5,"0,33","3,4,19,21,26,27,31,32",{},"{0: {8: 0.34472934472934474, 14: 0.6666666666666665, 15: 0.6666666666666666, 30: 0.7037037037037037, 32: 0.7268501878491541, 33: 0.5145657294252647}, 1: {0: 0.05244483328461138, 2: 0.16666666666666666, 3: 0.6111111111111112, 7: 0.37678383816337996}, 2: {4: 0.3333333333333333, 10: 0.0}, 3: {26: 0.3333333333333333, 29: 0.3333333333333333}, 4: {19: 0.0}, 5: {31: 0.0}, 6: {21: 0.0}, 7: {27: 0.0}}",{},0.0071027278900146484,6,2,0,14,8,2,18,0.0,0.875,0.0,0.7777777777777778,0
ensembleRJN:walktrap,0-5,"0,33","2,4,7,19",{},"{0: {14: 0.5575778776220413, 15: 0.5151616232668558, 19: 0.6875, 26: 0.5888788396401073, 29: 0.4439275275471621, 30: 0.30303030303030304, 31: 0.4968379703904646, 32: 0.4107990093515035, 33: 0.5271410006934949}, 1: {0: 0.39168908354499826, 3: 0.32142857142857145, 7: 0.7023809523809524, 21: 0.5841391732748735}, 2: {2: 0.6666666666666666, 8: 0.19999999999999998, 27: 0.6278878313298267}, 3: {4: 0.3333333333333333, 10: 0.0}}",{},0.005263090133666992,2,2,0,14,4,2,18,0.0,0.875,0.0,0.7777777777777778,0
ensembleRJN:df_node_similarity,0-5,"0,33","0,33",{},"{0: {32: 0.30303030303030304, 33: 0.6666666666666666, 8: 0.4592385226850106, 14: 0.4930303363506338, 15: 0.5428351205620414, 26: 0.4207160411516009, 29: 0.3988722088347247, 30: 0.5158017070381842, 31: 0.4217700034419339}, 1: {0: 0.6666666666666666, 2: 0.5203466634448501, 3: 0.47500911326691914, 4: 0.6062410503324928, 7: 0.46629708474957937, 10: 0.27500569605832764, 19: 0.582152296915235, 21: 0.5821522969152351, 27: 0.404321355926399}}",{},0.0044403076171875,0,0,2,16,0,0,18,1.0,1.0,1.0,1.0,1.0
ensemble-centralities:leiden,0-5,"0,33","0,2,33",{},"{0: {8: 0.08333333333333333, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.10333333333333333, 30: 0.08333333333333333, 31: 0.0, 32: 0.6966666666666668, 33: 1.0}, 1: {0: 1.0, 4: 0.16666666666666666, 10: 0.16666666666666666, 19: 0.0, 21: 0.0}, 2: {2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 27: 0.0}}",{},0.0014102458953857422,1,0,2,16,1,0,18,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:eigenvector,0-5,"0,33","0,33",{},"{0: {8: 0.125, 14: 0.0625, 15: 0.0625, 26: 0.0625, 27: 0.0, 29: 0.13719512195121952, 30: 0.125, 31: 0.0625, 32: 0.5457317073170731, 33: 1.0}, 1: {0: 1.0, 2: 0.16666666666666666, 3: 0.16666666666666666, 4: 0.08333333333333333, 7: 0.16666666666666666, 10: 0.08333333333333333, 19: 0.0, 21: 0.0}}",{},0.0014698505401611328,0,0,2,16,0,0,18,1.0,1.0,1.0,1.0,1.0
ensemble-centralities:louvain,0-5,"0,33","0,2,33",{},"{0: {8: 0.09999999999999999, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.12777777777777777, 30: 0.09999999999999999, 32: 0.6499999999999999, 33: 1.0}, 1: {0: 1.0, 4: 0.125, 10: 0.125, 19: 0.0, 21: 0.0, 31: 0.0}, 2: {2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 27: 0.0}}",{},0.0013735294342041016,1,0,2,16,1,0,18,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:greedy_modularity,0-5,"0,33","0,2,33",{},"{0: {32: 0.6966666666666668, 33: 1.0, 8: 0.08333333333333333, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.10333333333333333, 30: 0.08333333333333333, 31: 0.0}, 1: {0: 1.0, 19: 0.0, 4: 0.16666666666666666, 21: 0.0, 10: 0.16666666666666666}, 2: {27: 0.0, 2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997}}",{},0.00147247314453125,1,0,2,16,1,0,18,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:label_propagation,0-5,"0,33","0,33",{},"{0: {32: 0.5982552800734618, 33: 1.0, 2: 0.12764003673094582, 8: 0.19008264462809915, 14: 0.05555555555555555, 15: 0.05555555555555555, 19: 0.0, 26: 0.05555555555555555, 27: 0.0707070707070707, 29: 0.12350780532598712, 30: 0.11111111111111109, 31: 0.05555555555555555}, 1: {0: 1.0, 3: 0.125, 4: 0.125, 7: 0.125, 10: 0.125, 21: 0.0}}",{},0.0015459060668945312,0,0,2,16,0,0,18,1.0,1.0,1.0,1.0,1.0
ensemble-centralities:infomap,0-5,"0,33","0,2,33",{},"{0: {8: 0.08333333333333333, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.10333333333333333, 30: 0.08333333333333333, 31: 0.0, 32: 0.6966666666666668, 33: 1.0}, 1: {0: 1.0, 4: 0.16666666666666666, 10: 0.16666666666666666, 19: 0.0, 21: 0.0}, 2: {2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 27: 0.0}}",{},0.0013985633850097656,1,0,2,16,1,0,18,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:surprise_communities,0-5,"0,33","0,10,19,21,26,27,31,32",{},"{0: {8: 0.16666666666666674, 14: 0.0, 15: 0.0, 30: 0.16666666666666674, 32: 1.0, 33: 1.0}, 1: {0: 0.0, 2: 0.0, 3: 0.0, 7: 0.0}, 2: {4: 0.0, 10: 0.0}, 3: {26: 0.0, 29: 0.0}, 4: {19: 0.0}, 5: {31: 0.0}, 6: {21: 0.0}, 7: {27: 0.0}}",{},0.0013704299926757812,6,1,1,15,7,1,18,0.5,0.9375,0.125,0.8888888888888888,0.2
ensemble-centralities:walktrap,0-5,"0,33","0,2,10,33",{},"{0: {14: 0.07142857142857142, 15: 0.07142857142857142, 19: 0.0, 26: 0.07142857142857142, 29: 0.158008658008658, 30: 0.07142857142857142, 31: 0.07142857142857142, 32: 0.5086580086580086, 33: 1.0}, 1: {0: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 21: 0.0}, 2: {2: 1.0, 8: 0.0, 27: 0.0}, 3: {4: 0.0, 10: 0.0}}",{},0.0013697147369384766,2,0,2,16,2,0,18,1.0,1.0,0.5,1.0,0.6666666666666666
ensemble-centralities:df_node_similarity,0-5,"0,33","0,33",{},"{0: {32: 0.6966666666666668, 33: 1.0, 8: 0.08333333333333333, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.10333333333333333, 30: 0.08333333333333333, 31: 0.0}, 1: {0: 1.0, 2: 0.41666666666666663, 3: 0.16666666666666666, 4: 0.08333333333333333, 7: 0.16666666666666666, 10: 0.08333333333333333, 19: 0.0, 21: 0.0, 27: 0.0}}",{},0.0015156269073486328,0,0,2,16,0,0,18,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:leiden,0-10,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (32, 0.5), (29, 0.05555555555555555), (8, 0.0), (14, 0.0), (26, 0.0), (30, 0.0), (31, 0.0), (4, 0.0), (10, 0.0), (11, 0.0), (21, 0.0), (27, 0.0), (3, 0.0), (7, 0.0)])","{0: {8: 0.0, 14: 0.0, 26: 0.0, 29: 0.023809523809523808, 30: 0.0, 31: 0.0, 32: 0.21428571428571427, 33: 0.42857142857142855}, 1: {0: 0.8333333333333333, 4: 0.0, 10: 0.0, 11: 0.0, 21: 0.0}, 2: {2: 0.6666666666666666, 3: 0.0, 7: 0.0, 27: 0.0}}",{},0.004064083099365234,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
centrality-cm:betweenness:eigenvector,0-10,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.28125), (29, 0.03125), (8, 0.0), (14, 0.0), (26, 0.0), (27, 0.0), (30, 0.0), (31, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (7, 0.0), (10, 0.0), (11, 0.0), (21, 0.0)])","{0: {8: 0.0, 14: 0.0, 26: 0.0, 27: 0.0, 29: 0.017857142857142856, 30: 0.0, 31: 0.0, 32: 0.1607142857142857, 33: 0.5714285714285714}, 1: {0: 0.8095238095238095, 2: 0.0, 3: 0.0, 4: 0.0, 7: 0.0, 10: 0.0, 11: 0.0, 21: 0.0}}",{},0.002685546875,0,0,2,15,0,0,17,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:louvain,0-10,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (32, 0.5), (29, 0.05555555555555555), (8, 0.0), (14, 0.0), (26, 0.0), (30, 0.0), (31, 0.0), (4, 0.0), (10, 0.0), (11, 0.0), (21, 0.0), (27, 0.0), (3, 0.0), (7, 0.0)])","{0: {8: 0.0, 14: 0.0, 26: 0.0, 29: 0.023809523809523808, 30: 0.0, 31: 0.0, 32: 0.21428571428571427, 33: 0.42857142857142855}, 1: {0: 0.8333333333333333, 4: 0.0, 10: 0.0, 11: 0.0, 21: 0.0}, 2: {2: 0.6666666666666666, 3: 0.0, 7: 0.0, 27: 0.0}}",{},0.0018162727355957031,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
centrality-cm:betweenness:greedy_modularity,0-10,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (32, 0.5), (29, 0.05555555555555555), (8, 0.0), (14, 0.0), (26, 0.0), (30, 0.0), (31, 0.0), (4, 0.0), (10, 0.0), (11, 0.0), (21, 0.0), (3, 0.0), (27, 0.0), (7, 0.0)])","{0: {32: 0.21428571428571427, 33: 0.42857142857142855, 8: 0.0, 14: 0.0, 26: 0.0, 29: 0.023809523809523808, 30: 0.0, 31: 0.0}, 1: {0: 0.8333333333333333, 4: 0.0, 21: 0.0, 10: 0.0, 11: 0.0}, 2: {27: 0.0, 2: 0.6666666666666666, 3: 0.0, 7: 0.0}}",{},0.001986265182495117,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
centrality-cm:betweenness:label_propagation,0-10,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.5608465608465608), (8, 0.0687830687830688), (2, 0.06349206349206349), (29, 0.047619047619047616), (27, 0.037037037037037035), (14, 0.0), (26, 0.0), (30, 0.0), (31, 0.0), (3, 0.0), (4, 0.0), (7, 0.0), (10, 0.0), (11, 0.0), (21, 0.0)])","{0: {32: 0.24537037037037038, 33: 0.4375, 2: 0.027777777777777776, 8: 0.030092592592592594, 14: 0.0, 26: 0.0, 27: 0.016203703703703703, 29: 0.020833333333333332, 30: 0.0, 31: 0.0}, 1: {0: 0.8666666666666667, 3: 0.0, 4: 0.0, 7: 0.0, 10: 0.0, 11: 0.0, 21: 0.0}}",{},0.0013566017150878906,0,0,2,15,0,0,17,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:infomap,0-10,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (32, 0.5), (29, 0.05555555555555555), (8, 0.0), (14, 0.0), (26, 0.0), (30, 0.0), (31, 0.0), (4, 0.0), (10, 0.0), (11, 0.0), (21, 0.0), (27, 0.0), (3, 0.0), (7, 0.0)])","{0: {8: 0.0, 14: 0.0, 26: 0.0, 29: 0.023809523809523808, 30: 0.0, 31: 0.0, 32: 0.21428571428571427, 33: 0.42857142857142855}, 1: {0: 0.8333333333333333, 4: 0.0, 10: 0.0, 11: 0.0, 21: 0.0}, 2: {2: 0.6666666666666666, 3: 0.0, 7: 0.0, 27: 0.0}}",{},0.04431557655334473,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
centrality-cm:betweenness:surprise_communities,0-10,"0,33","0,10,11,21,26,27,32","OrderedDict([(32, 1.0), (33, 1.0), (8, 0.0), (14, 0.0), (30, 0.0), (31, 0.0), (0, 0.0), (2, 0.0), (3, 0.0), (7, 0.0), (10, 0.0), (4, 0.0), (26, 0.0), (29, 0.0), (21, 0.0), (27, 0.0), (11, 0.0)])","{0: {8: 0.0, 14: 0.0, 30: 0.0, 31: 0.0, 32: 0.25, 33: 0.25}, 1: {0: 0.0, 2: 0.0, 3: 0.0, 7: 0.0}, 2: {4: 0.0, 10: 0.0}, 3: {26: 0.0, 29: 0.0}, 4: {21: 0.0}, 5: {27: 0.0}, 6: {11: 0.0}}",{},0.0019638538360595703,5,1,1,14,6,1,17,0.5,0.9333333333333333,0.14285714285714285,0.8823529411764706,0.22222222222222224
centrality-cm:betweenness:walktrap,0-10,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.5608465608465608), (8, 0.0687830687830688), (2, 0.06349206349206349), (29, 0.047619047619047616), (27, 0.037037037037037035), (14, 0.0), (26, 0.0), (30, 0.0), (31, 0.0), (3, 0.0), (4, 0.0), (7, 0.0), (10, 0.0), (11, 0.0), (21, 0.0)])","{0: {2: 0.027777777777777776, 8: 0.030092592592592594, 14: 0.0, 26: 0.0, 27: 0.016203703703703703, 29: 0.020833333333333332, 30: 0.0, 31: 0.0, 32: 0.24537037037037038, 33: 0.4375}, 1: {0: 0.8666666666666667, 3: 0.0, 4: 0.0, 7: 0.0, 10: 0.0, 11: 0.0, 21: 0.0}}",{},0.0027005672454833984,0,0,2,15,0,0,17,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:df_node_similarity,0-10,"0,33","0,33","OrderedDict([(0, 1.0), (33, 1.0), (32, 0.5), (2, 0.3333333333333333), (29, 0.05555555555555555), (3, 0.0), (4, 0.0), (7, 0.0), (10, 0.0), (11, 0.0), (21, 0.0), (27, 0.0), (8, 0.0), (14, 0.0), (26, 0.0), (30, 0.0), (31, 0.0)])","{0: {0: 0.75, 2: 0.25, 3: 0.0, 4: 0.0, 7: 0.0, 10: 0.0, 11: 0.0, 21: 0.0, 27: 0.0}, 1: {32: 0.21428571428571427, 33: 0.42857142857142855, 8: 0.0, 14: 0.0, 26: 0.0, 29: 0.023809523809523808, 30: 0.0, 31: 0.0}}",{},0.005906343460083008,0,0,2,15,0,0,17,1.0,1.0,1.0,1.0,1.0
rumor:leiden,0-10,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (32, 0.4444444444444445), (3, 0.25), (7, 0.25), (29, 0.11111111111111112), (4, 0.11111111111111106), (10, 0.11111111111111106), (30, 0.02777777777777777), (8, 0.02777777777777777), (14, 0.0), (31, 0.0), (26, 0.0), (21, 0.0), (11, 0.0), (27, 0.0)])","{0: {8: 0.015625, 14: 0.0125, 26: 0.0125, 29: 0.025, 30: 0.015625, 31: 0.0125, 32: 0.0625, 33: 0.125}, 1: {0: 0.2, 4: 0.06666666666666667, 10: 0.06666666666666667, 11: 0.05, 21: 0.05}, 2: {2: 0.25, 3: 0.125, 7: 0.125, 27: 0.08333333333333333}}",{},0.0029833316802978516,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
rumor:eigenvector,0-10,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.19642857142857142), (2, 0.06666666666666668), (3, 0.06666666666666668), (7, 0.06666666666666668), (27, 0.06249999999999999), (29, 0.03571428571428572), (10, 0.027777777777777773), (4, 0.027777777777777773), (8, 0.01785714285714285), (26, 0.01785714285714285), (30, 0.01785714285714285), (14, 0.0), (31, 0.0), (11, 0.0), (21, 0.0)])","{0: {8: 0.009259259259259259, 14: 0.007407407407407408, 26: 0.009259259259259259, 27: 0.013888888888888888, 29: 0.011111111111111112, 30: 0.009259259259259259, 31: 0.007407407407407408, 32: 0.027777777777777776, 33: 0.1111111111111111}, 1: {0: 0.125, 2: 0.025, 3: 0.025, 4: 0.020833333333333332, 7: 0.025, 10: 0.020833333333333332, 11: 0.017857142857142856, 21: 0.017857142857142856}}",{},0.003484487533569336,0,0,2,15,0,0,17,1.0,1.0,1.0,1.0,1.0
rumor:louvain,0-10,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (32, 0.4444444444444445), (3, 0.25), (7, 0.25), (29, 0.11111111111111112), (10, 0.11111111111111106), (4, 0.11111111111111106), (30, 0.02777777777777777), (8, 0.02777777777777777), (26, 0.0), (31, 0.0), (14, 0.0), (11, 0.0), (21, 0.0), (27, 0.0)])","{0: {8: 0.015625, 14: 0.0125, 26: 0.0125, 29: 0.025, 30: 0.015625, 31: 0.0125, 32: 0.0625, 33: 0.125}, 1: {0: 0.2, 4: 0.06666666666666667, 10: 0.06666666666666667, 11: 0.05, 21: 0.05}, 2: {2: 0.25, 3: 0.125, 7: 0.125, 27: 0.08333333333333333}}",{},0.0028047561645507812,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
rumor:greedy_modularity,0-10,"0,33","0,2,33","OrderedDict([(33, 1.0), (0, 1.0), (2, 1.0), (32, 0.4444444444444445), (7, 0.25), (3, 0.25), (29, 0.11111111111111112), (10, 0.11111111111111106), (4, 0.11111111111111106), (30, 0.02777777777777777), (8, 0.02777777777777777), (26, 0.0), (31, 0.0), (14, 0.0), (11, 0.0), (21, 0.0), (27, 0.0)])","{0: {32: 0.0625, 33: 0.125, 8: 0.015625, 14: 0.0125, 26: 0.0125, 29: 0.025, 30: 0.015625, 31: 0.0125}, 1: {0: 0.2, 4: 0.06666666666666667, 21: 0.05, 10: 0.06666666666666667, 11: 0.05}, 2: {27: 0.08333333333333333, 2: 0.25, 3: 0.125, 7: 0.125}}",{},0.0028891563415527344,1,0,2,15,1,0,17,1.0,1.0,0.6666666666666666,1.0,0.8
